er 8.172947e-03 8.288428e-03 1.709569e-02
fx 1.348093e-02 1.447181e-02 3.014624e-02
fy 1.348093e-02 1.447181e-02 3.014624e-02
fz 1.348093e-02 1.447181e-02 3.014624e-02

