er 3.207759e-02 3.533390e-02 6.774745e-02
fx 5.836287e-02 6.256888e-02 9.335916e-02
fy 5.836287e-02 6.256888e-02 9.335916e-02
fz 5.836287e-02 6.256888e-02 9.335916e-02

