er 2.184940e-03 2.259308e-03 4.795313e-03
fx 3.267232e-03 3.534896e-03 8.712208e-03
fy 3.267232e-03 3.534896e-03 8.712208e-03
fz 3.267232e-03 3.534896e-03 8.712208e-03

